PROCESO,AMBITO,ESTADO ELECCION,SUBNIVEL ENTIDAD,CARGO,TIPO ASOCIACION,SUJETO OBLIGADO,SIGLAS,NOMBRE COMPLETO,FECHA INICIO PROCESO,FECHA FIN PROCESO,FECHA HORA APROBACION,ESTATUS CONTABILIDAD,FECHA HORA CANCELACION,TOPE DE GASTOS,FINANCIEROS,OPERATIVOS DE LA CAMPAÑA,PRODUCCIÓN DE LOS MENSAJES PARA RADIO Y T.V.,PROPAGANDA,"PROPAGANDA EN DIARIOS, REVISTAS Y OTROS MEDIOS IMPRESOS",PROPAGANDA EN VÍA PÚBLICA,PROPAGANDA EXHIBIDA EN PÁGINAS DE INTERNET,PROPAGANDA UTILITARIA,TOTAL GASTOS
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 1-RINCON DE ROMOS,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALMA AZUCENA GALVAN ADAME,19/04/2021,02/06/2021,31/03/2021 09:09:27 p.m.,ACTIVO,,669794.12,,98.46,,,,,,,98.46
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 1-RINCON DE ROMOS,DIPUTADO LOCAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,MATIAS MARIN GALLO,19/04/2021,02/06/2021,31/03/2021 09:05:29 p.m.,ACTIVO,,669794.12,,25381.21,,48587.76,,,,6960,80928.97
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 1-RINCON DE ROMOS,DIPUTADO LOCAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,LYNDA BERENICE CERVANTES GALVAN,19/04/2021,02/06/2021,31/03/2021 09:13:23 p.m.,ACTIVO,,669794.12,,,151.38,,,,,,151.38
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 1-RINCON DE ROMOS,DIPUTADO LOCAL MR,CI,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GUSVALDO GUTIERREZ MONRREAL,19/04/2021,02/06/2021,31/03/2021 09:24:05 p.m.,ACTIVO,,669794.12,,5658.5,5220,950,,,,,11828.5
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 1-RINCON DE ROMOS,DIPUTADO LOCAL MR,COA,POR AGUASCALIENTES,PAN-PRD,MONICA JANETH JIMENEZ RODRIGUEZ,19/04/2021,02/06/2021,31/03/2021 09:19:51 p.m.,ACTIVO,,669794.12,,46912,,,,,,,46912
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 2-PALO ALTO,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN JOSE HERNANDEZ GOVEA,19/04/2021,02/06/2021,01/04/2021 04:44:07 p.m.,ACTIVO,,675253.69,,99.27,,326.37,,,,,425.64
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 2-PALO ALTO,DIPUTADO LOCAL MR,C,NUEVA ALIANZA AGUASCALIENTES,NUEVA ALIANZA AGUASCALIENTES,FRANCISCO JAVIER LEOS GAYTAN,19/04/2021,02/06/2021,01/04/2021 04:54:56 p.m.,ACTIVO,,675253.69,,38998.7,,59021.8,,,,13060,111080.5
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 2-PALO ALTO,DIPUTADO LOCAL MR,C,REDES SOCIALES PROGRESISTAS,RSPPPN,LUIS GABRIEL ESQUIVEL NAVARRO,19/04/2021,02/06/2021,01/04/2021 04:50:34 p.m.,ACTIVO,,675253.69,,,152.61,,,,,,152.61
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 2-PALO ALTO,DIPUTADO LOCAL MR,COA,POR AGUASCALIENTES,PAN-PRD,ANA KAREN LOPEZ AVILA,19/04/2021,02/06/2021,01/04/2021 04:56:57 p.m.,ACTIVO,,675253.69,,7000,,,,,,,7000
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 3-PABELLON DE ARTEAGA,DIPUTADO LOCAL MR,C,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EFRAIN ESCOBEDO PEREZ,19/04/2021,02/06/2021,31/03/2021 11:16:06 p.m.,ACTIVO,,636176.72,,,,307.49,,,,,307.49
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 3-PABELLON DE ARTEAGA,DIPUTADO LOCAL MR,C,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PRI,JOSEFINA MORENO PEREZ,19/04/2021,02/06/2021,31/03/2021 11:03:29 p.m.,ACTIVO,,636176.72,,442.5,,,,,,,442.5
PRELO-CAM-20/21,LOCAL,AGUASCALIENTES,Distrito 3-PABELLON DE ARTEAGA,DIPUTADO LOCAL MR,C,PARTIDO VERDE ECOLOGISTA DE MÉXICO,PVEM,OMAR ISRAEL XX CAMARILLO,19/04/2021,02/06/2021,31/03/2021 11:07:00 p.m.,ACTIVO,,636176.72,,,,,,48299.98,,,48299.98
